id,language,language_iso
66212,广州话 / 廣州話,cn
6623,English,en
6623,Pусский,ru
6623,Srpski,sr
6623,Bosanski,bs
6623,Hrvatski,hr
66247,"",ml
66247,தமிழ்,ta
66292,हिन्दी,hi
663,English,en
66340,தமிழ்,ta
66344,தமிழ்,ta
66346,தமிழ்,ta
6636,Español,es
6637,Latin,la
6637,English,en
6637,Français,fr
6639,English,en
664,English,en
6641,English,en
6643,Italiano,it
66436,Français,fr
6644,English,en
6644,Español,es
66447,Français,fr
6646,English,en
66469,English,en
66473,English,en
66485,English,en
66488,English,en
665,English,en
66526,தமிழ்,ta
66536,தமிழ்,ta
66537,Français,fr
66538,Français,fr
66540,Français,fr
66541,Français,fr
66566,English,en
66568,English,en
66568,Français,fr
66568,Română,ro
66584,Français,fr
66588,English,en
66592,English,en
66592,Deutsch,de
66597,English,en
66599,English,en
666,Português,pt
66600,English,en
66605,English,en
66608,English,en
66623,English,en
66628,日本語,ja
66634,English,en
66638,English,en
66659,English,en
66664,Deutsch,de
66664,Italiano,it
66668,English,en
667,English,en
667,日本語,ja
667,Pусский,ru
66700,Italiano,it
66701,English,en
66701,Deutsch,de
66702,Deutsch,de
66706,English,en
66707,English,en
66720,English,en
66722,English,en
66730,普通话,zh
66733,English,en
66741,Deutsch,de
66741,English,en
66745,English,en
66753,Français,fr
66753,العربية,ar
66753,English,en
66762,English,en
66770,English,en
66772,Deutsch,de
66775,English,en
66787,English,en
66799,English,en
668,English,en
668,Deutsch,de
66819,English,en
66824,English,en
66834,English,en
6687,English,en
6687,Français,fr
6687,普通话,zh
6687,Pусский,ru
6687,Español,es
66878,English,en
66881,English,en
66892,English,en
66893,Italiano,it
66894,English,en
66897,Français,fr
669,English,en
6691,English,en
6691,Français,fr
66918,English,en
66925,English,en
66926,Magyar,hu
66942,English,en
66942,Português,pt
66944,Hrvatski,hr
66945,English,en
66946,English,en
66949,Français,fr
66953,English,en
66953,Français,fr
66956,Français,fr
66963,Français,fr
66965,Français,fr
66966,Français,fr
66967,Français,fr
66968,Français,fr
66969,Français,fr
66984,English,en
66997,English,en
67,العربية,ar
67,English,en
670,한국어/조선말,ko
67018,English,en
67018,Français,fr
67022,English,en
67022,Français,fr
67025,한국어/조선말,ko
67062,Português,pt
67067,English,en
67079,English,en
67083,English,en
67087,English,en
67089,한국어/조선말,ko
671,English,en
67102,Eesti,et
67102,Polski,pl
67102,Pусский,ru
67109,English,en
67109,हिन्दी,hi
67113,English,en
67130,English,en
6715,English,en
67162,English,en
67174,"",tl
67177,Italiano,it
67179,Italiano,it
67183,English,en
67198,English,en
672,English,en
67216,English,en
67216,Deutsch,de
67217,Deutsch,de
67217,ελληνικά,el
67219,Italiano,it
67220,English,en
67221,English,en
67221,Italiano,it
67221,Español,es
6723,English,en
67236,Français,fr
67236,Português,pt
67255,日本語,ja
67263,Deutsch,de
67272,svenska,sv
67273,English,en
67276,English,en
67297,Deutsch,de
67297,Pусский,ru
67297,Español,es
67298,English,en
673,English,en
67303,Português,pt
67307,English,en
67308,广州话 / 廣州話,cn
67313,English,en
67314,Français,fr
67317,English,en
67320,English,en
67323,English,en
67327,"",my
67327,Français,fr
67327,日本語,ja
67327,ภาษาไทย,th
67328,English,en
67328,Français,fr
6733,Deutsch,de
67337,普通话,zh
67339,广州话 / 廣州話,cn
67342,广州话 / 廣州話,cn
67355,English,en
67365,English,en
67367,Français,fr
67375,English,en
67377,English,en
67378,Italiano,it
67381,Français,fr
67384,Français,fr
67385,Français,fr
67387,English,en
67390,English,en
67390,Deutsch,de
67394,English,en
674,English,en
674,Français,fr
67404,Română,ro
67409,English,en
67409,Français,fr
67429,Deutsch,de
67429,English,en
67429,Français,fr
67431,Français,fr
67441,Français,fr
67441,Español,es
67443,Français,fr
67445,English,en
67451,Français,fr
67455,Français,fr
67467,Pусский,ru
67499,Nederlands,nl
675,English,en
67509,Français,fr
67515,English,en
67521,English,en
67521,Español,es
67530,English,en
67532,Français,fr
67556,Français,fr
67560,日本語,ja
67572,English,en
67592,English,en
67595,English,en
676,Français,fr
676,English,en
676,日本語,ja
67612,Português,pt
67617,Português,pt
67619,English,en
67626,English,en
67633,Hrvatski,hr
67633,Srpski,sr
67654,Français,fr
67657,Français,fr
67659,English,en
67660,English,en
67661,English,en
67669,English,en
67675,English,en
67687,Pусский,ru
67693,English,en
67696,English,en
67699,English,en
677,Deutsch,de
67713,English,en
67736,Français,fr
67737,Italiano,it
67740,English,en
67748,English,en
67750,English,en
67753,Français,fr
67756,Français,fr
67758,English,en
67772,English,en
67790,English,en
67793,广州话 / 廣州話,cn
67794,English,en
678,English,en
67809,English,en
67822,English,en
67846,English,en
67849,English,en
67852,English,en
67852,Română,ro
67852,Pусский,ru
67857,English,en
67866,English,en
67869,Pусский,ru
67880,English,en
67880,Français,fr
67883,Italiano,it
67884,普通话,zh
67884,Español,es
67899,English,en
679,English,en
67900,English,en
67908,English,en
67911,English,en
67911,Polski,pl
67913,Gaeilge,ga
67913,English,en
67927,svenska,sv
6793,Deutsch,de
67941,Polski,pl
67941,Français,fr
6795,English,en
67952,English,en
67958,Pусский,ru
67962,English,en
67967,English,en
67967,Português,pt
67988,English,en
68,English,en
680,English,en
680,Español,es
680,Français,fr
68004,广州话 / 廣州話,cn
68004,普通话,zh
68013,English,en
68016,தமிழ்,ta
68023,Français,fr
68029,English,en
68029,हिन्दी,hi
68044,English,en
68047,Español,es
68048,Français,fr
68048,English,en
68050,English,en
68053,Italiano,it
68063,Italiano,it
68064,English,en
68097,Français,fr
68097,English,en
68098,suomi,fi
681,English,en
681,Deutsch,de
68115,English,en
68116,English,en
68123,Deutsch,de
68139,English,en
68143,English,en
68146,Italiano,it
68163,English,en
68173,Português,pt
68174,English,en
68174,Deutsch,de
68178,العربية,ar
68178,Français,fr
68179,English,en
68180,English,en
68184,English,en
68189,suomi,fi
68191,English,en
68193,English,en
68197,English,en
68197,Español,es
682,ภาษาไทย,th
682,广州话 / 廣州話,cn
682,English,en
68200,English,en
68202,English,en
68208,English,en
68213,English,en
68242,English,en
68247,English,en
68252,한국어/조선말,ko
68256,English,en
68256,"",gu
68256,हिन्दी,hi
68259,Español,es
68271,Pусский,ru
68274,English,en
68275,Italiano,it
68280,Français,fr
68297,English,en
68297,日本語,ja
68309,English,en
68335,English,en
68337,English,en
68339,English,en
68340,English,en
68341,日本語,ja
68347,English,en
68348,svenska,sv
68351,English,en
68352,English,en
68360,Français,fr
68365,ภาษาไทย,th
68370,English,en
68387,English,en
68412,English,en
68419,English,en
68426,English,en
68427,English,en
68429,日本語,ja
68430,English,en
68437,svenska,sv
6844,English,en
68440,English,en
68443,English,en
68444,Nederlands,nl
68445,Deutsch,de
68445,Íslenska,is
68445,日本語,ja
68445,English,en
68450,English,en
68472,English,en
68482,English,en
685,Deutsch,de
68503,Français,fr
68507,ภาษาไทย,th
68528,日本語,ja
68529,한국어/조선말,ko
68545,English,en
68546,English,en
68551,Nederlands,nl
68551,English,en
68553,Pусский,ru
68555,日本語,ja
68556,Español,es
68569,English,en
68572,English,en
68590,广州话 / 廣州話,cn
68591,English,en
686,English,en
68623,广州话 / 廣州話,cn
68635,English,en
68636,Español,es
68637,Français,fr
68649,日本語,ja
68659,English,en
68663,English,en
68684,English,en
68692,English,en
687,English,en
68701,日本語,ja
68701,English,en
68712,English,en
68713,Français,fr
68715,日本語,ja
68716,English,en
68718,English,en
68718,Français,fr
68718,Deutsch,de
68720,English,en
68721,English,en
68722,English,en
68724,English,en
68726,English,en
68727,English,en
68727,Français,fr
68728,English,en
68730,日本語,ja
68730,English,en
68732,English,en
68734,English,en
68734,فارسی,fa
68735,English,en
68736,English,en
68737,English,en
68744,English,en
68745,English,en
68750,English,en
68752,Deutsch,de
68752,Pусский,ru
68752,English,en
68754,Français,fr
68756,Français,fr
68757,Français,fr
68761,English,en
6877,English,en
68773,English,en
6878,English,en
68780,Polski,pl
688,English,en
68802,Polski,pl
68806,Italiano,it
68812,English,en
68817,English,en
68818,Español,es
68818,English,en
68821,Italiano,it
68822,Français,fr
68823,Italiano,it
68827,Français,fr
68828,日本語,ja
6883,English,en
6884,English,en
68849,English,en
68850,العربية,ar
68850,English,en
68850,Deutsch,de
68861,suomi,fi
68864,Français,fr
68865,Italiano,it
68876,English,en
68883,广州话 / 廣州話,cn
68894,English,en
68894,普通话,zh
68895,English,en
689,ελληνικά,el
68922,日本語,ja
68924,English,en
68927,English,en
68954,English,en
68972,Français,fr
68976,English,en
68977,English,en
68979,English,en
68981,广州话 / 廣州話,cn
68981,普通话,zh
68982,English,en
69,English,en
69,Pусский,ru
690,Français,fr
69016,English,en
69017,English,en
69019,English,en
69022,Pусский,ru
69035,Español,es
69035,English,en
69040,English,en
69054,English,en
69056,English,en
69058,English,en
69060,Español,es
69065,English,en
69069,English,en
69072,English,en
69075,English,en
69097,Pусский,ru
691,English,en
691,Italiano,it
691,العربية,ar
69103,English,en
69119,English,en
69150,English,en
69152,English,en
69152,Deutsch,de
69152,Italiano,it
6916,English,en
6916,Italiano,it
69161,ภาษาไทย,th
69161,Tiếng Việt,vi
69161,广州话 / 廣州話,cn
69161,English,en
69165,English,en
69169,English,en
6917,English,en
692,English,en
69204,English,en
69214,Polski,pl
69217,English,en
69225,Français,fr
69234,English,en
69234,Italiano,it
69266,English,en
69278,Español,es
69292,English,en
69299,English,en
693,English,en
69310,广州话 / 廣州話,cn
69310,普通话,zh
69313,svenska,sv
69315,English,en
69319,Türkçe,tr
69321,English,en
69324,English,en
69325,English,en
69326,Deutsch,de
69326,日本語,ja
69328,Français,fr
6933,English,en
69335,Português,pt
6934,isiZulu,zu
69342,English,en
69346,हिन्दी,hi
6935,Français,fr
69352,Türkçe,tr
6936,Nederlands,nl
69393,English,en
69399,தமிழ்,ta
694,English,en
69401,தமிழ்,ta
69404,தமிழ்,ta
69406,English,en
69406,Français,fr
69407,தமிழ்,ta
69417,தமிழ்,ta
69422,தமிழ்,ta
69423,தமிழ்,ta
69426,English,en
69426,தமிழ்,ta
69426,తెలుగు,te
69427,தமிழ்,ta
69428,தமிழ்,ta
6945,English,en
6947,English,en
69471,English,en
6948,English,en
69480,English,en
69483,English,en
69484,日本語,ja
6949,English,en
69492,English,en
69495,English,en
69499,தமிழ்,ta
695,English,en
6950,English,en
6950,한국어/조선말,ko
6950,Français,fr
6951,English,en
69517,Français,fr
69520,தமிழ்,ta
69526,Italiano,it
69526,English,en
69526,Français,fr
69544,Français,fr
69544,svenska,sv
69550,தமிழ்,ta
69557,English,en
69559,Français,fr
69560,English,en
69569,Italiano,it
6957,English,en
6957,Español,es
69576,Français,fr
69576,Italiano,it
69578,Italiano,it
