id,release_date,budget,revenue,profit,avg_rating,total_ratings,std_dev,last_rated
10235,1938-11-24,,,,,,,
10236,1973-10-17,,4.5E7,,,,,
102362,2013-03-08,,1.8074539E7,,,,,
102363,2011-01-01,,,,,,,
102368,2005-05-11,,,,,,,
10237,1970-02-04,,,,,,,
10238,1972-12-21,,,,,,,
102382,2014-04-16,,7.05717432E8,,,,,
1024,1994-09-02,5000000.0,3049135.0,-1950865.0,3.25,4,0.5,2003-03-08
10241,1992-01-01,,,,,,,
102410,1972-06-14,,,,,,,
102419,1944-06-01,,,,,,,
10242,1962-10-31,980000.0,,,,,,
102420,2011-04-02,,,,,,,
102431,1987-12-23,,,,,,,
102444,1977-08-23,,,,,,,
10246,1981-11-13,4000000.0,1.25728258E8,1.21728258E8,,,,
10248,2004-01-01,,,,,,,
102489,1998-10-23,,,,,,,
10249,1991-06-21,4.2E7,6.2E7,2.0E7,,,,
102517,2012-01-05,,,,,,,
102524,1952-05-14,,,,,,,
102527,2009-09-01,,,,,,,
102534,2011-03-25,560000.0,,,,,,
10254,2004-08-05,,,,,,,
10257,2004-08-12,,,,,,,
102596,2012-05-18,,,,,,,
102597,1953-08-19,,,,,,,
10261,1991-05-10,,,,,,,
102622,2001-12-04,,,,,,,
102629,2012-05-10,3000000.0,,,,,,
102630,2012-05-11,2000000.0,,,,,,
102632,2012-06-01,,3.1E7,,,,,
102639,2010-05-18,,,,,,,
10264,1990-12-19,,2.0710451E7,,,,,
102640,2011-07-07,,,,,,,
10265,2005-02-05,,,,,,,
102651,2014-05-28,1.8E8,7.58539785E8,5.78539785E8,,,,
102668,2011-10-25,,,,,,,
102699,1972-02-02,,,,,,,
10271,2004-09-08,,,,,,,
10274,2005-06-17,,,,,,,
102743,2010-02-27,,,,,,,
10275,1982-01-21,,1.6157801E7,,,,,
10276,1991-05-17,3.5E7,6.371E7,2.871E7,,,,
102780,2012-09-09,1.0E7,89237.0,-9910763.0,,,,
102784,2012-01-20,2000000.0,1620436.0,-379564.0,,,,
10279,1999-07-02,,,,,,,
102807,2009-08-25,,,,,,,
10281,1988-05-13,,1.9170001E7,,,,,
102812,1972-07-21,,,,,,,
10283,1989-07-28,5000000.0,1.4E7,9000000.0,,,,
102831,1989-05-01,,,,,,,
102855,2013-03-16,,,,,,,
102858,2012-06-27,,,,,,,
102862,2013-09-13,,,,,,,
102867,2012-05-01,,,,,,,
102870,2012-02-02,,,,,,,
102873,2011-11-05,,,,,,,
102878,1997-04-25,,,,,,,
102899,2015-07-14,1.3E8,5.19311965E8,3.89311965E8,,,,
102909,1997-12-26,,,,,,,
10292,2005-07-19,,,,,,,
10293,1983-02-23,,,,,,,
102931,2011-01-01,,,,,,,
102933,2001-10-12,,,,,,,
102935,2010-05-18,,,,,,,
102949,1969-09-17,,,,,,,
102959,1972-05-30,,,,,,,
102961,1979-09-07,,,,,,,
10297,1953-10-29,,,,,,,
103,1976-02-07,1300000.0,2.8262574E7,2.6962574E7,4.0,4,0.816496580927726,2000-11-22
103048,1998-11-27,,,,3.6666666666666665,3,0.5773502691896257,2015-07-17
10306,1988-06-10,1.05E7,1.4144E7,3644000.0,,,,
103066,2010-02-27,,,,,,,
10307,1999-09-10,2.9E7,5.0041732E7,2.1041732E7,,,,
103073,1983-08-19,,,,,,,
10308,1970-06-27,,,,,,,
103081,2003-05-09,,,,,,,
10311,1974-05-27,,,,,,,
103119,1950-10-12,,,,,,,
10312,1998-12-25,5.0E7,2.02292902E8,1.52292902E8,,,,
10313,2009-10-17,2.4E7,6.8729358E7,4.4729358E7,,,,
10314,1999-01-29,,1.03166989E8,,,,,
10315,2009-10-23,4.0E7,4.6471023E7,6471023.0,,,,
103161,2012-01-12,,,,,,,
103162,1998-10-21,,21350.0,,,,,
10317,2015-09-11,2.8E7,7002261.0,-2.0997739E7,,,,
103199,1956-06-15,,,,,,,
10320,2005-03-17,5.0E7,1.61451538E8,1.11451538E8,,,,
103201,1993-01-01,,,,,,,
103203,1988-01-01,,,,,,,
103205,1962-09-14,,,,,,,
103210,1982-05-21,,,,3.5,1,,2015-07-17
10322,1979-12-19,,3.0177511E7,,,,,
10323,1981-03-15,1.5E7,4.1092328E7,2.6092328E7,,,,
10324,1996-03-08,,,,,,,
10326,1992-12-16,,1.28E8,,,,,
103260,1981-05-15,,,,,,,
103269,2012-06-12,3500000.0,,,,,,
10327,2003-07-02,4.5E7,1.24914842E8,7.9914842E7,,,,
10329,1995-06-09,5.0E7,1.52022101E8,1.02022101E8,,,,
10330,2003-08-03,2.6E7,1.10230332E8,8.4230332E7,,,,
10333,1991-12-25,3.0E7,7.4787599E7,4.4787599E7,,,,
103332,2012-07-25,,9128263.0,,,,,
103344,2012-04-30,,,,,,,
10336,1997-07-31,,8.7840042E7,,,,,
103370,2012-06-29,,,,,,,
10339,1956-06-27,4500000.0,1.04E7,5900000.0,,,,
10342,1999-08-11,1.3E7,8946237.0,-4053763.0,,,,
103425,2006-05-21,,,,,,,
10344,1989-02-10,,3.8903179E7,,,,,
103462,2011-11-08,,,,,,,
103475,2003-05-16,,,,,,,
10348,1995-09-08,,,,,,,
103489,2001-05-20,,,,,,,
10349,1993-04-23,,1.061116E7,,,,,
103502,2011-10-12,,,,1.5,1,,2013-10-01
103528,2012-04-01,,,,,,,
10353,1998-02-11,,,,,,,
103539,2009-06-26,,,,3.75,2,0.3535533905932738,2015-09-06
10356,2004-03-21,,,,,,,
103578,1977-10-05,,,,,,,
10360,2008-05-15,,2724474.0,,,,,
103601,1986-02-28,,,,,,,
10361,2004-01-30,,,,,,,
103613,1967-04-21,,119.0,,,,,
10362,2008-11-19,1.2E7,3148182.0,-8851818.0,,,,
103620,2012-12-26,6000000.0,31081.0,-5968919.0,,,,
103635,2000-03-15,,,,,,,
10364,1970-06-24,1.8E7,2.491167E7,6911670.0,,,,
103640,2012-05-11,,,,,,,
103648,1999-05-29,,,,,,,
10366,1999-08-05,4.5E7,1.0667893E7,-3.4332107E7,,,,
103663,2012-08-28,3800000.0,1.68E7,1.3E7,,,,
103667,2010-01-01,,,,,,,
103675,1993-10-10,,,,,,,
103678,1966-05-16,,,,,,,
10368,1999-03-25,,2.1001563E7,,,,,
103686,2012-04-27,3600000.0,24267.0,-3575733.0,,,,
10370,1997-01-01,150000.0,,,,,,
103707,2011-09-23,,,,,,,
10372,1985-11-24,,,,,,,
10373,1979-09-14,,,,,,,
103732,2012-08-21,33157.0,,,,,,
103740,2012-09-12,,124919.0,,,,,
103742,2012-11-22,,,,,,,
103747,2012-06-01,,7034007.0,,,,,
10375,2002-01-04,5.5E7,6416302.0,-4.8583698E7,,,,
103750,2012-05-17,,,,,,,
103753,2012-05-30,,,,,,,
103758,2012-05-04,,,,,,,
10376,1998-10-28,9000000.0,,,,,,
10377,1992-03-13,1.1E7,6.4088552E7,5.3088552E7,,,,
10378,2008-04-10,150000.0,,,,,,
103785,2004-11-26,,,,,,,
10380,1991-11-21,,4.0766041E7,,,,,
10383,2000-10-13,,,,,,,
10384,2000-01-14,,1.4828081E7,,,,,
10385,2000-02-16,4.0E7,3.6037909E7,-3962091.0,,,,
103850,1972-06-15,,,,,,,
10386,1999-08-06,7.0E7,2.3159305E7,-4.6840695E7,,,,
10387,1998-10-08,,,,,,,
103875,2012-05-20,,,,,,,
10389,2002-05-09,,,,,,,
103894,2010-04-22,,,,,,,
10390,1999-09-17,,,,,,,
103902,2007-08-04,,,,,,,
10391,2000-08-11,4.0E7,,,,,,
10393,2000-08-07,,,,,,,
103934,1951-11-22,,,,,,,
103938,1933-03-03,,,,,,,
103947,2009-03-12,,,,,,,
10395,1994-06-17,,,,,,,
103953,1999-12-11,,,,,,,
10396,1988-12-02,2.3E7,,,,,,
10397,1999-12-25,25.0,13.0,-12.0,,,,
103970,2010-01-01,,,,,,,
103971,2003-02-18,325000.0,,,,,,
103972,2011-05-13,,,,,,,
10398,1999-09-24,7.0E7,1.77841558E8,1.07841558E8,,,,
10399,1999-11-12,,,,,,,
10401,1999-03-31,,,,,,,
10403,1992-04-03,,2.1706101E7,,,,,
104041,1974-05-24,,,,,,,
10406,1992-05-22,,4.0693477E7,,,,,
104083,1949-04-13,,,,,,,
104086,1974-04-24,,,,,,,
10409,1992-08-20,3000000.0,3.3946224E7,3.0946224E7,,,,
10410,1992-12-25,,,,,,,
104106,1996-10-24,,,,,,,
10411,1992-12-04,,4.643457E7,,,,,
10414,1992-10-01,1.0E7,5.0752337E7,4.0752337E7,,,,
104146,1999-03-01,,,,,,,
104150,1996-09-29,,,,,,,
10416,2000-03-03,,,,,,,
104172,1982-11-04,,,,,,,
10419,1993-03-05,,5632086.0,,,,,
104193,1969-07-26,,,,,,,
104214,1929-03-31,,,,,,,
104221,1932-01-02,,,,,,,
104232,2012-05-11,,,,,,,
104237,1967-10-21,,,,,,,
104239,1970-04-20,,,,,,,
104241,1970-09-26,,,,2.3333333333333335,3,1.1547005383792515,2016-03-21
104244,1965-07-01,,,,,,,
10425,2007-07-23,,413454.0,,,,,
104250,2011-04-15,,,,,,,
104251,1974-12-28,,,,,,,
10426,2002-11-22,2.0E7,3.3526835E7,1.3526835E7,,,,
10427,1993-07-08,8000000.0,2000000.0,-6000000.0,,,,
104274,1984-07-14,,,,,,,
104275,1984-01-01,,,,,,,
104277,2003-11-22,,,,,,,
10429,2000-03-15,,,,,,,
104301,1988-11-04,,,,,,,
10431,2007-08-24,2.5E7,4.0452643E7,1.5452643E7,,,,
104317,1972-01-01,,,,,,,
10432,2007-07-20,,,,,,,
104338,1983-02-16,,,,,,,
10434,1993-09-09,,810455.0,,,,,
10435,1992-12-18,,,,,,,
104376,1994-01-01,,,,,,,
104378,1945-12-18,,,,,,,
10438,1993-12-14,1.5E7,1.18243066E8,1.03243066E8,,,,
10439,1993-07-16,2.8E7,3.9514713E7,1.1514713E7,,,,
104396,1894-08-31,,,,,,,
104413,1988-12-01,,,,,,,
104427,1938-09-09,,,,,,,
104430,1928-11-01,,,,,,,
104431,2005-06-06,,,,,,,
104435,1982-10-11,,,,,,,
104439,1930-07-24,,,,,,,
104449,1979-04-06,,,,,,,
104460,1896-01-01,,,,,,,
104469,1896-01-01,,,,,,,
104473,1897-01-01,,,,,,,
104474,1897-01-01,,,,,,,
104513,2012-03-12,,,,,,,
104522,2006-08-27,,,,,,,
104524,2012-07-14,,,,,,,
104549,1971-04-24,,,,,,,
104556,1938-11-10,,,,,,,
104557,1930-08-30,,,,,,,
10461,2000-10-06,,1.9412993E7,,,,,
104659,1980-03-12,,,,,,,
10466,1986-03-15,1.0E7,5.4999651E7,4.4999651E7,,,,
10467,1994-10-28,,,,,,,
104674,1957-06-01,,,,,,,
10469,2000-12-22,,,,,,,
104696,1898-01-01,,,,,,,
104697,1898-01-01,,,,,,,
104702,1898-01-01,,,,,,,
10471,2000-01-12,,5.9827328E7,,,,,
104711,2011-11-17,,,,,,,
104718,2004-06-30,,,,,,,
104720,1947-10-10,,,,,,,
104732,2012-04-20,,,,,,,
104739,1993-09-16,,,,,,,
10474,1995-04-21,,,,,,,
104744,1969-02-15,,,,,,,
104755,2012-09-10,1500000.0,1165882.0,-334118.0,,,,
10477,2001-04-27,9.4E7,5.4744738E7,-3.9255262E7,,,,
104776,1953-06-28,,,,,,,
10478,1996-08-16,4.5E7,5.3854588E7,8854588.0,,,,
10479,2000-04-07,,7.1E7,,,,,
10482,1999-12-03,,,,,,,
104848,2008-01-01,,,,,,,
10485,1990-06-29,,2.4707633E7,,,,,
104852,1891-05-01,,,,,,,
104858,2011-05-13,,,,,,,
104863,1965-09-16,,,,4.0,2,0.7071067811865476,2016-05-11
104866,1979-01-01,,,,,,,
104871,1999-09-15,,,,,,,
1049,1993-02-05,,1.40081992E8,,3.619047619047619,21,0.6874729431905284,2010-12-08
10492,2000-04-06,,,,,,,
104927,1966-06-11,,,,,,,
10493,1989-04-07,1.0E7,7825000.0,-2175000.0,,,,
104931,1995-03-08,,,,,,,
10494,1997-07-11,,,,,,,
10495,1989-06-29,,3.8956288E7,,,,,
10496,1999-10-22,,10.0,,,,,
104965,1998-01-01,,,,,,,
10497,1992-09-02,5000000.0,1862805.0,-3137195.0,,,,
104973,1980-09-15,,,,,,,
104974,1971-10-27,,,,,,,
104989,1953-06-30,,,,,,,
105,1985-07-03,,3.81109762E8,,3.1145833333333335,48,1.0118425542592724,2012-12-24
1050,1999-09-13,,,,3.5555555555555554,9,1.3096861371251425,2006-12-08
10500,2000-04-20,,,,,,,
10501,2000-03-31,9.5E7,7.6432727E7,-1.8567273E7,,,,
10503,2008-04-18,,1.8130888E7,,,,,
105056,1967-04-25,,,,,,,
105059,1967-12-22,,,,,,,
105067,1930-08-27,,,,,,,
105077,2009-10-27,,,,,,,
105078,1970-09-04,,,,,,,
105079,1970-02-20,,,,,,,
105085,1971-04-06,,,,,,,
105087,1971-08-20,,,,,,,
105098,1971-04-10,,,,,,,
1051,1971-10-09,1800000.0,4.1158757E7,3.9358757E7,3.0,7,0.816496580927726,2004-08-23
10510,1994-11-18,,4.6264384E7,,,,,
105120,1972-04-15,,,,,,,
105121,2012-12-07,,,,1.0,1,,2014-11-12
105130,1996-11-09,,,,,,,
105149,1973-01-26,,,,,,,
105153,1892-01-01,,,,,,,
105156,1974-09-01,,,,,,,
105157,1892-01-01,,,,,,,
105158,1894-01-09,,,,,,,
10516,1979-01-31,,,,,,,
10520,2007-02-09,,18479.0,,,,,
10521,2009-01-09,,1.14663461E8,,,,,
105210,2012-04-28,,,,,,,
105231,2008-10-11,,,,,,,
105232,1974-01-01,,,,,,,
10524,2007-05-23,,,,,,,
105246,1985-11-01,,,,4.25,2,0.3535533905932738,2016-03-31
10525,1995-05-19,,,,,,,
105254,1971-07-14,6900000.0,6530000.0,-370000.0,3.0,1,,2014-09-21
10527,2008-10-30,,6.03900354E8,,,,,
105287,2001-10-10,,,,,,,
10529,2008-04-24,,7033683.0,,,,,
105299,2004-09-14,500000.0,,,,,,
105325,2007-12-21,,,,,,,
105347,1971-06-01,,,,,,,
10535,1996-05-24,1.8E7,,,,,,
10536,1969-06-02,3000000.0,,,,,,
10537,1991-03-01,3.8E7,3.4416893E7,-3583107.0,,,,
105371,2008-03-07,,,,,,,
10538,1992-11-05,1.5E7,4.4065653E7,2.9065653E7,,,,
105384,1974-11-13,,,,,,,
105388,2009-01-01,,,,,,,
10539,1996-04-12,3.8E7,2.8921264E7,-9078736.0,,,,
105398,1977-02-17,,,,,,,
10540,1981-05-22,1.6E7,1.7374595E7,1374595.0,,,,
105403,1977-01-01,,,,,,,
105404,1984-10-12,,,,,,,
10541,2007-06-06,,,,,,,
10542,1996-08-02,,,,,,,
10543,1996-04-12,,,,,,,
105448,1999-09-22,,,,,,,
10546,1996-08-29,1.3E7,1.7917287E7,4917287.0,,,,
105465,1965-06-30,,,,,,,
105470,1961-09-16,,,,,,,
10550,2002-09-20,,1.9924033E7,,,,,
105506,2012-05-03,120000.0,130000.0,10000.0,,,,
105509,1947-11-12,,,,,,,
10551,1989-12-15,,1.2195695E7,,,,,
105526,2012-12-14,,,,,,,
105529,1975-01-01,,,,,,,
10553,1985-10-11,,1.4393902E7,,,,,
105531,2012-11-02,,,,,,,
105536,1954-10-06,,,,,,,
105538,2012-01-06,,,,,,,
105539,1925-02-15,,,,,,,
105548,1933-03-16,,,,,,,
105549,1934-12-14,,,,,,,
10555,2004-09-20,7.5E7,3.67275019E8,2.92275019E8,,,,
105561,2011-11-05,,,,,,,
105572,1988-11-23,,,,,,,
105576,1972-01-05,,,,,,,
105583,1969-12-01,,,,,,,
105584,1967-10-09,,,,,,,
10559,2000-04-28,3.1E7,6.8106245E7,3.7106245E7,,,,
105593,1981-01-01,,,,4.0,2,0.0,2016-06-26
10560,2000-05-12,1.8E7,1.7200925E7,-799075.0,,,,
105616,1990-12-21,,,,,,,
