id,release_date,budget,revenue,profit,avg_rating,total_ratings,std_dev,last_rated
100784,1998-05-20,,,,,,,
100830,2012-04-11,,,,,,,
100888,1978-01-01,,,,,,,
10089,2006-10-31,,,,,,,
100894,1933-06-24,,,,,,,
100914,1949-01-01,,,,,,,
100923,2005-09-17,,,,,,,
10093,2006-11-10,1.5E7,1.1992014E7,-3007986.0,,,,
10096,2004-04-13,3.7E7,9.6455697E7,5.9455697E7,,,,
101,1994-09-14,1.6E7,4.5284974E7,2.9284974E7,3.8823529411764706,17,0.8009644921262483,2016-06-27
101029,1968-06-12,,,,,,,
10103,2004-06-03,,5331377.0,,,,,
10110,1987-12-09,3.5E7,2.2238696E7,-1.2761304E7,,,,
10115,2006-04-21,,,,,,,
10116,2005-09-17,,,,,,,
101179,2012-08-05,,,,,,,
101183,1962-05-02,,,,,,,
101190,1963-02-15,,,,,,,
101206,1944-02-18,,,,,,,
101226,1964-12-02,,,,,,,
10124,2006-01-01,,,,,,,
10128,1988-10-07,1.6E7,3.2155047E7,1.6155047E7,,,,
101289,1944-03-18,,,,,,,
10129,1989-01-19,,,,,,,
101297,1944-12-29,,,,,,,
101320,2000-04-02,,,,,,,
101325,2011-03-09,,,,,,,
10133,2002-10-01,7500000.0,,,,,,
101330,1981-05-20,,,,,,,
10134,1989-04-07,500000.0,1.0166459E7,9666459.0,,,,
101342,1999-10-15,,,,,,,
10136,1986-12-12,2.5E7,7.9817939E7,5.4817939E7,,,,
101363,1998-01-23,,,,,,,
10138,2010-04-28,2.0E8,6.23933331E8,4.23933331E8,,,,
10142,1989-08-18,2.25E7,1.8671317E7,-3828683.0,,,,
101420,2012-04-22,,,,,,,
101444,1982-08-11,,,,,,,
101449,2012-04-11,,,,,,,
10145,2004-09-24,4.2E7,1.17575636E8,7.5575636E7,,,,
10149,1995-06-09,7000000.0,8349430.0,1349430.0,,,,
10150,1982-11-19,,6455530.0,,,,,
101519,2012-06-07,,,,,,,
10152,2003-06-13,1.9E7,3.9267515E7,2.0267515E7,,,,
101520,2009-09-10,,,,,,,
10156,1981-06-12,1.1E7,3.1672907E7,2.0672907E7,,,,
101566,2002-10-15,,,,,,,
10164,1990-05-18,,2.7575086E7,,,,,
10165,1953-04-01,53000.0,,,,,,
101660,1983-05-01,,,,,,,
101665,2011-10-01,,,,,,,
10167,2002-11-15,1.3E7,,,,,,
10169,1990-08-24,,,,,,,
10171,1991-03-21,,,,,,,
101715,2011-11-01,,,,,,,
101731,2012-07-06,,102388.0,,,,,
101733,2011-09-24,,,,,,,
10177,2006-03-10,,,,,,,
101772,1945-11-27,,,,,,,
10178,1954-06-24,2000000.0,2.175E7,1.975E7,,,,
101783,2003-09-26,,,,,,,
10179,1984-03-16,9000000.0,,,,,,
10180,2000-11-03,,,,,,,
101803,1993-06-29,,,,,,,
10185,2008-08-07,1.5E7,3533227.0,-1.1466773E7,,,,
101858,1925-10-07,,,,,,,
101860,2001-01-20,,,,,,,
10189,2008-08-06,2.7E7,1.01624843E8,7.4624843E7,,,,
10191,2010-03-05,1.65E8,4.94878759E8,3.29878759E8,,,,
10195,2011-04-21,1.5E8,4.49326618E8,2.99326618E8,,,,
101965,1994-10-07,,,,,,,
101968,2011-10-07,,,,,,,
101995,2012-04-13,,,,,,,
101998,2012-09-24,,,,,,,
10200,2008-12-10,8.0E7,2.33093859E8,1.53093859E8,,,,
102001,2012-09-15,,,,,,,
10201,2008-12-09,7.0E7,2.25990978E8,1.55990978E8,,,,
102016,2002-01-01,,,,,,,
102024,1926-12-26,,,,,,,
102038,1957-11-22,,,,,,,
102039,2008-01-14,,,,,,,
10204,2004-06-16,1.1E8,7.2178895E7,-3.7821105E7,,,,
10205,2000-02-23,,,,,,,
102051,2012-02-24,,,,,,,
102057,1967-06-21,,,,,,,
102059,1988-04-22,,,,,,,
102081,1958-05-28,,,,,,,
10209,1998-11-17,1.2E7,,,,,,
10210,1999-04-25,1.1E7,,,,,,
10212,1999-03-16,1.2E7,,,,,,
10214,2005-02-18,8.4E7,,,,,,
10215,1998-04-23,6000000.0,5.8E7,5.2E7,,,,
10219,1999-12-22,,,,,,,
102197,2012-04-05,,4588176.0,,,,,
10220,1998-09-11,1.2E7,2.2921898E7,1.0921898E7,,,,
102207,2012-04-03,,4.86E7,,,,,
102227,1997-11-08,,,,,,,
10223,1998-12-11,,,,,,,
102234,2012-01-06,,,,,,,
102272,1971-04-14,,,,,,,
10228,1998-07-18,3.0E7,1.63644662E8,1.33644662E8,,,,
102288,1966-03-09,,,,,,,
102289,1952-11-07,,,,,,,
10229,2002-01-25,1.1E7,4.1227069E7,3.0227069E7,,,,
1023,2005-04-15,,,,4.088235294117647,17,0.7122871199007254,2009-04-14
102304,1998-07-10,,,,,,,
102331,2007-10-25,,,,,,,
102384,1927-09-23,,,,,,,
10239,1998-09-07,,,,,,,
102406,1997-12-05,,,,,,,
102428,2002-11-22,,,,,,,
10243,1965-12-15,,,,,,,
10244,1970-07-24,,,,,,,
102461,1995-05-29,,,,,,,
10247,2007-11-23,,,,,,,
102488,1969-02-28,,,,,,,
10251,2006-01-01,,,,,,,
102526,1942-12-12,,,,,,,
10253,2007-02-08,7.0E7,5.3587404E7,-1.6412596E7,,,,
102533,2003-09-07,,,,,,,
102541,1927-09-01,,,,,,,
10258,2005-09-23,,,,,,,
10260,1984-09-19,,,,,,,
10263,2005-05-12,4750000.0,206871.0,-4543129.0,,,,
10268,2005-11-07,,,,,,,
10269,1983-11-18,,3.04E7,,,,,
102691,1993-01-01,,,,,,,
10270,2005-01-01,300000.0,,,,,,
102707,1945-10-22,,,,,,,
10272,2006-05-05,,,,,,,
102732,1997-04-04,,,,,,,
10278,1998-08-10,,,,,,,
10280,1996-10-25,,,,,,,
102809,2009-03-31,,,,,,,
102814,1985-11-22,,,,,,,
102841,1978-04-09,,,,,,,
10285,1993-08-13,3000000.0,1.5938065E7,1.2938065E7,,,,
102851,2012-02-29,,,,,,,
102860,2011-09-02,,,,,,,
102871,2011-09-01,2000000.0,,,,,,
10288,2006-09-07,8000000.0,426224.0,-7573776.0,,,,
102901,1939-10-16,,,,,,,
102913,1959-08-24,,,,,,,
102938,1976-05-20,,,,,,,
10294,2007-04-20,1.9E7,3.5300645E7,1.6300645E7,,,,
102947,1999-08-15,,,,,,,
10296,2004-05-13,,,,,,,
10299,1964-12-15,,,,,,,
103012,2011-09-11,,,,,,,
103014,2001-12-07,,,,,,,
10303,1985-12-04,,9.67732E7,,,,,
10304,2004-04-20,7000000.0,,,,,,
10305,2000-08-01,,,,,,,
103067,1971-04-22,,,,,,,
10309,1971-11-04,,,,,,,
10310,1972-10-05,,,,,,,
103122,1981-09-19,,,,,,,
10316,2011-09-24,1.25E7,7.5993061E7,6.3493061E7,,,,
103164,1950-11-15,,,,,,,
103168,1952-05-30,,,,,,,
103173,2012-02-11,,,,,,,
103181,2010-11-26,,,,,,,
10319,1979-05-25,,,,,,,
103194,2012-05-04,,,,,,,
103195,2011-11-17,,,,,,,
103198,1990-01-15,,,,,,,
103212,2004-09-22,,,,,,,
103215,2012-03-22,,,,,,,
103216,1987-01-01,,,,,,,
103218,1991-09-12,,,,,,,
103236,1973-05-11,,,,,,,
103243,2012-04-20,,,,,,,
10328,1985-06-21,,8.5313124E7,,,,,
103299,1992-11-13,,3206713.0,,3.25,2,0.3535533905932738,2016-06-22
103301,1990-02-01,,,,,,,
103307,1990-06-01,,,,,,,
10331,1968-10-01,114000.0,3.0E7,2.9886E7,,,,
103328,2012-07-02,,641100.0,,,,,
10337,1991-12-10,3.0E7,4.9114016E7,1.9114016E7,,,,
10338,1965-06-03,5600000.0,2.995E7,2.435E7,,,,
103396,1957-09-19,,,,,,,
10340,1955-06-16,,9.36E7,,,,,
10341,1991-09-12,2.3E7,,,,,,
103413,1994-09-30,,,,,,,
103432,1973-11-28,,,,,,,
103433,2006-03-28,,,,,,,
10345,1989-04-28,1.7E7,7.8247647E7,6.1247647E7,,,,
10347,1997-06-18,,,,,,,
103488,1999-03-31,,,,,,,
10350,1999-03-11,3.0E7,,,,,,
10351,1997-09-19,5000000.0,1.5719109E7,1.0719109E7,,,,
103516,2011-06-20,,,,,,,
10354,1999-03-19,,,,,,,
10355,1999-02-13,5000000.0,,,,,,
10357,1997-04-25,9.0E7,,,,,,
10358,2008-09-18,2.4E7,4.2105111E7,1.8105111E7,,,,
103590,1986-09-08,,,,,,,
103597,2011-11-30,,,,,,,
103612,1978-06-22,,,,,,,
10363,1960-03-10,,,,,,,
103668,2011-09-13,,,,,,,
103688,2000-06-28,,,,2.875,4,0.6291528696058958,2016-08-05
103689,2012-11-22,,,,,,,
103701,2002-05-17,,,,,,,
103706,1962-09-26,,,,,,,
10371,1997-12-11,3.5E7,3.1611225E7,-3388775.0,,,,
103711,1973-03-23,,,,,,,
103713,2004-12-07,,,,,,,
103717,2012-09-01,,,,,,,
103731,2013-05-01,1.0E7,2.15877E7,1.15877E7,5.0,1,,2015-08-15
103734,2012-10-12,,,,,,,
103745,2010-09-03,,,,,,,
103751,2010-09-24,,,,,,,
10379,1991-04-19,6788000.0,1.3878334E7,7090334.0,,,,
103793,1998-11-18,,,,,,,
10381,1999-01-22,,,,,,,
103851,1985-06-01,,,,,,,
10388,1999-05-15,1.0E7,3193102.0,-6806898.0,,,,
1039,1998-06-19,,,,,,,
10394,2000-06-09,,,,,,,
103941,1956-09-17,,,,,,,
103960,1986-08-30,,,,,,,
104,1998-08-20,1530000.0,7267585.0,5737585.0,3.2925531914893615,94,1.0935037267270964,2016-10-07
1040,1963-03-28,,,,4.0,1,,2000-03-15
10400,1999-09-17,5.0E7,7.3956241E7,2.3956241E7,,,,
10402,1999-12-10,1.7E7,6.5535067E7,4.8535067E7,,,,
10404,1991-12-20,,,,,,,
104043,1984-08-24,,,,,,,
104044,1989-04-28,,,,,,,
104062,2004-08-21,,,,,,,
104067,1924-02-21,,,,,,,
10407,1992-06-12,,,,,,,
10408,1992-06-03,,,,,,,
104081,1998-04-16,,,,,,,
104103,1996-09-12,,,,,,,
104108,2008-01-01,,,,,,,
10412,1992-03-05,,,,,,,
10413,1993-01-15,,,,,,,
104155,2012-05-18,,,,,,,
104171,1982-01-01,,,,,,,
104176,2007-02-01,,,,,,,
104185,2012-04-21,,,,,,,
104194,2011-04-01,,,,,,,
10420,2006-08-07,,,,,,,
104211,1933-09-15,,,,3.0,2,0.7071067811865476,2016-03-21
10423,1993-05-07,1.4E7,6.3513743E7,4.9513743E7,,,,
10424,1992-11-06,2.0E7,1.1390479E7,-8609521.0,,,,
104242,1973-11-22,,,,,,,
104259,1988-09-22,,,,,,,
10428,1995-09-14,2.0E7,7563728.0,-1.2436272E7,,,,
104285,1977-01-01,,,,,,,
104297,1971-06-22,,,,,,,
104306,1967-03-10,,,,,,,
104308,1988-08-25,,,,,,,
104310,1977-10-03,,,,,,,
104320,1977-01-01,,,,,,,
104329,2013-10-18,,,,,,,
10433,1993-03-05,,1.1081586E7,,,,,
104334,1973-03-05,,,,,,,
104343,1970-06-27,,,,,,,
104354,1975-01-01,,,,,,,
10436,1993-09-17,3.4E7,3.225544E7,-1744560.0,,,,
104360,1972-11-30,,,,,,,
104364,1976-12-21,9000000.0,,,,,,
10437,1992-12-10,,2.7281507E7,,,,,
104374,1966-08-27,,,,4.033333333333333,15,0.789816132912923,2016-04-28
104391,2002-04-12,,,,,,,
104394,1951-12-20,,,,,,,
104398,1940-01-01,,,,,,,
10440,1993-08-18,1.35E7,1.1285588E7,-2214412.0,,,,
10442,1993-07-30,2.0E7,1.1585483E7,-8414517.0,,,,
10443,1993-10-15,,,,,,,
104433,1927-09-04,,,,,,,
10445,1993-12-25,2.2E7,,,,,,
104462,1896-01-01,,,,,,,
104465,1999-10-23,,,,,,,
104466,1896-01-01,,,,,,,
10447,1994-04-29,2.0E7,1.534E7,-4660000.0,,,,
104471,1897-01-01,,,,,,,
104476,1897-01-01,,,,,,,
104477,1897-01-01,,,,,,,
10448,1994-09-09,2.0E7,305070.0,-1.969493E7,,,,
104480,1898-01-01,,,,,,,
104485,1929-06-01,,,,,,,
10449,1994-04-29,,5.0021959E7,,,,,
10450,1994-03-11,,,,,,,
104505,2003-11-12,,,,,,,
10451,1994-08-03,,7294403.0,,,,,
104515,1999-01-28,,,,,,,
10452,1994-05-13,,,,,,,
104528,1976-11-11,,,,,,,
104548,1971-02-13,,,,,,,
10458,2004-04-22,,,,,,,
104602,1960-09-16,,,,,,,
104606,1975-11-28,,,,,,,
104607,1956-10-26,,,,,,,
10462,1994-12-18,,,,,,,
104634,2012-05-04,,,,,,,
104638,1996-06-27,,1705030.0,,,,,
10464,1994-08-12,,,,,,,
104644,1973-02-12,,,,,,,
10468,2000-04-06,4.3E7,,,,,,
104694,1898-01-01,,,,,,,
10470,2003-07-17,,,,,,,
104700,1898-01-01,,,,,,,
104704,1899-01-01,,,,,,,
104709,2012-04-13,,,,,,,
104710,2012-02-11,,,,,,,
10472,2000-01-21,9000000.0,,,,,,
104729,1982-12-31,,,,,,,
10473,2000-08-08,,,,,,,
10475,2005-04-25,,,,,,,
10476,2005-07-22,8000000.0,2.3563727E7,1.5563727E7,,,,
10480,2000-09-08,2.4E7,,,,,,
10481,2000-10-07,8.5E7,1.83611771E8,9.8611771E7,,,,
104810,1966-06-06,,,,,,,
10483,2008-08-22,4.5E7,7.3762516E7,2.8762516E7,,,,
10484,1983-11-23,,,,,,,
104859,2012-07-03,,,,,,,
10486,1994-02-04,,,,,,,
104878,1998-09-11,,,,,,,
10488,2008-04-03,3.7E7,1.00076342E8,6.3076342E7,,,,
104880,2012-04-27,,,,,,,
10489,1983-08-10,5000000.0,2.12E7,1.62E7,,,,
104896,1999-08-27,,,,,,,
10490,1999-07-23,1.0E7,1.0571408E7,571408.0,,,,
10491,2001-01-22,,1.5705007E7,,,,,
104935,1968-08-11,,,,,,,
104945,1969-11-18,,,,,,,
104954,1973-11-27,,,,,,,
10498,1993-03-19,,,,,,,
10499,2000-09-14,,,,,,,
104997,2012-01-20,,,,,,,
105001,2014-04-17,,,,,,,
10502,1993-08-25,,2.4760338E7,,,,,
105024,2002-01-01,,,,,,,
105033,1979-03-14,,,,,,,
105045,1995-02-16,,,,,,,
105073,1937-10-29,,,,,,,
105083,1970-06-27,,,,,,,
10509,2005-12-21,,,,,,,
105093,1971-05-03,,,,,,,
10511,2003-10-31,,,,,,,
105114,1972-07-18,,,,,,,
10513,1959-07-22,60000.0,,,,,,
105133,2003-01-01,,,,,,,
105136,2005-12-17,,,,,,,
10514,1971-03-12,6500000.0,1.2376563E7,5876563.0,,,,
105145,1973-11-13,,,,,,,
10515,1986-08-02,,,,,,,
105168,1898-09-01,,,,,,,
10518,1976-10-05,6500000.0,2.170902E7,1.520902E7,,,,
105184,1982-06-04,,,,,,,
1052,1966-12-18,,,,,,,
10523,2008-10-17,2.51E7,2.9506464E7,4406464.0,,,,
10528,2009-12-23,9.0E7,5.24028679E8,4.34028679E8,,,,
10530,1995-06-14,5.5E7,3.46079773E8,2.91079773E8,,,,
105304,2011-12-19,,,,,,,
10531,1994-05-04,,,,,,,
10533,1995-10-13,5.0E7,1.0382407E7,-3.9617593E7,,,,
10534,1996-02-02,3.8E7,1.03E7,-2.77E7,,,,
105348,1966-12-30,,,,,,,
105352,1912-10-28,,,,,,,
105406,1960-04-15,,,,,,,
105419,1980-02-01,,,,,,,
10544,2003-03-22,,6585516.0,,,,,
10545,1996-06-21,1.0E8,1.00138851E8,138851.0,,,,
105454,2009-09-23,,,,,,,
10547,1996-05-31,,1.4048372E7,,,,,
10548,1996-10-25,,2666118.0,,,,,
10549,1996-12-25,,,,,,,
105503,1973-01-01,,,,,,,
10552,1985-04-12,,,,,,,
105528,2012-05-25,,120680.0,,,,,
105551,1937-03-12,,,,,,,
105554,2010-12-31,,,,,,,
105567,2012-01-01,,,,,,,
10557,1999-05-14,3800000.0,2.82E7,2.44E7,,,,
105586,2012-03-09,,,,,,,
10562,2000-09-24,2.5E7,260562.0,-2.4739438E7,,,,
10563,1999-10-22,2.0E7,,,,,,
105678,2012-03-30,,,,,,,
105680,2012-03-30,,,,,,,
10569,2000-05-19,,,,,,,
10570,1986-12-17,,,,,,,
105702,2012-04-25,,,,,,,
105703,1983-07-13,,,,,,,
10571,2000-06-16,1.6E7,2.0627372E7,4627372.0,,,,
10574,1944-12-15,,,,,,,
105757,1971-06-02,,,,,,,
105763,1996-06-06,,,,3.0,1,,2015-06-10
105778,2009-06-21,,,,,,,
10578,2003-06-07,,,,,,,
105789,2011-05-01,,,,,,,
105795,2012-04-27,,,,,,,
1058,1983-05-13,,1.9910002E7,,,,,
105843,1969-09-01,,,,,,,
105848,1976-01-01,,,,,,,
105853,1979-03-03,,,,,,,
10586,1996-10-11,5.0E7,7.5E7,2.5E7,,,,
105861,1974-01-01,,,,,,,
105864,2015-11-14,,3.31926147E8,,,,,
10588,2003-11-21,,,,,,,
105885,2011-06-23,,,,,,,
10589,2004-11-12,6.0E7,6.1347797E7,1347797.0,,,,
10592,2002-02-15,7.0E7,3.2287044E7,-3.7712956E7,,,,
10597,2000-04-20,,,,,,,
105978,2012-06-29,,,,,,,
105980,1999-12-31,,,,,,,
105981,1929-08-18,,,,,,,
105983,2012-02-17,,,,,,,
105989,2007-05-01,,,,,,,
105991,2012-05-02,,,,,,,
106006,2003-02-06,,,,,,,
10601,2003-12-25,1.0E8,1.21975011E8,2.1975011E7,,,,
106016,1951-04-25,,,,,,,
106017,1959-07-29,,,,,,,
106020,1964-02-14,,,,,,,
106028,2006-10-05,,,,,,,
10603,1997-07-15,5.5E7,,,,,,
10609,2004-05-21,,,,,,,
10610,2003-08-15,4.1E7,,,,,,
10611,2002-04-01,1.2E7,7.5781642E7,6.3781642E7,,,,
106112,1932-07-30,,,,,,,
106113,1937-03-05,,,,,,,
106129,1996-10-11,,,,,,,
10613,2000-05-11,,,,,,,
106131,1999-09-03,,,,,,,
106143,1994-02-04,4.0E7,,,,,,
10616,1998-04-03,,,,,,,
10618,1992-09-16,,3.0399676E7,,,,,
10619,1993-01-01,,2.7540561E7,,,,,
106194,2004-04-08,,,,,,,
106196,1955-01-01,,,,,,,
106219,1979-11-09,,,,,,,
106222,2005-05-27,,,,,,,
106224,1976-10-21,,,,,,,
10623,2003-02-28,2.5E7,5.6489558E7,3.1489558E7,,,,
10625,2004-04-30,1.7E7,1.29042871E8,1.12042871E8,,,,
106256,1982-10-29,,,,,,,
106259,1949-12-25,,,,,,,
10626,1956-08-15,,,,,,,
10628,2003-01-17,,,,,,,
106280,1989-03-29,,,,,,,
10630,2002-08-31,6854500.0,,,,,,
10631,1984-09-07,,,,,,,
10633,1967-08-02,,2.7379978E7,,,,,
10634,1995-04-26,3500000.0,2.8215918E7,2.4715918E7,,,,
10635,1994-04-08,,,,,,,
106355,1944-02-05,,,,,,,
10637,2000-09-29,3.0E7,1.36706683E8,1.06706683E8,,,,
10639,2000-11-02,,,,,,,
106394,1928-12-31,,,,,,,
106402,1973-01-01,,,,,,,
106406,1941-03-27,,,,,,,
10641,2000-08-11,6.5E7,,,,,,
106417,2011-11-05,,15.0,,3.0,1,,2015-08-14
106446,2010-09-10,,,,,,,
10646,2001-03-30,1.1E7,2.3430766E7,1.2430766E7,,,,
106495,1935-09-07,,,,,,,
10650,1983-12-07,2.2E7,6.7642693E7,4.5642693E7,,,,
10651,1988-07-12,2.0E7,,,,,,
106515,1937-10-29,,,,,,,
10653,1955-06-01,1800000.0,,,,,,
106537,2008-12-31,,,,,,,
10654,1979-03-14,,,,,,,
106541,2011-10-17,,,,,,,
106546,2004-11-24,,1100000.0,,,,,
106573,1931-03-28,,,,,,,
106599,2004-01-01,,,,,,,
106605,1931-02-22,,,,,,,
106623,1975-12-22,,,,,,,
10664,2009-09-15,5600000.0,1.846968E7,1.286968E7,,,,
106646,2013-12-25,1.0E8,3.92000694E8,2.92000694E8,,,,
10668,1997-09-06,,,,,,,
106685,2012-01-03,,,,,,,
10669,1972-07-30,2000000.0,4.6122355E7,4.4122355E7,,,,
10670,1977-06-10,,,,,,,
106717,2012-11-09,,,,,,,
10673,1987-12-10,1.5E7,4.3848069E7,2.8848069E7,,,,
106739,2012-03-01,,,,,,,
106742,1938-01-01,,,,,,,
106747,2013-09-12,1.2E7,1.5008161E7,3008161.0,,,,
10675,1988-02-16,2.0E7,1.763795E7,-2362050.0,,,,
10676,1982-10-22,2500000.0,1.44E7,1.19E7,,,,
10677,2004-02-27,,2.7685016E7,,,,,
10681,2008-06-22,1.8E8,5.2131186E8,3.4131186E8,,,,
106813,2000-06-14,,,,,,,
106821,1944-03-17,,,,,,,
106825,1947-08-20,,,,,,,
106828,1995-10-02,,,,,,,
10683,1998-10-16,3000000.0,2807390.0,-192610.0,,,,
106833,1957-11-27,,,,,,,
106845,2015-10-16,9500000.0,,,,,,
106849,1979-12-09,,,,,,,
10685,2000-09-08,3.3E7,,,,,,
106851,1979-12-16,,,,,,,
10687,2000-09-22,1.0E7,,,,,,
106882,1945-10-16,,,,,,,
106887,1970-04-04,,,,,,,
10694,1994-03-04,,8009329.0,,,,,
10696,2001-09-21,2.2E7,5271666.0,-1.6728334E7,,,,
10697,2000-03-01,,,,,,,
10699,1992-10-02,,,,,,,
107,2000-09-01,1.0E7,8.3557872E7,7.3557872E7,3.462962962962963,27,1.0088638499848568,2011-01-28
10703,2005-07-25,,,,,,,
107034,1976-05-26,,,,,,,
107035,1954-09-15,,,,,,,
107052,1981-02-25,,,,,,,
10706,2001-07-17,1.0E7,,,,,,
107068,1974-03-26,,,,,,,
107081,1962-08-16,,,,4.5,1,,2015-05-22
10710,2004-04-30,4.0E7,,,,,,
107100,2012-03-31,,,,,,,
107104,1988-05-14,,,,,,,
10718,2004-01-16,4.0E7,4.6546197E7,6546197.0,,,,
107184,1966-12-23,,,,,,,
10719,2003-10-09,3.2E7,1.73398518E8,1.41398518E8,,,,
10720,2003-05-08,3.5E7,2.0298207E7,-1.4701793E7,,,,
10723,1996-09-06,2.5E7,2.2611954E7,-2388046.0,,,,
107235,2012-03-22,,,,,,,
10724,1982-06-13,1.8E7,7.0687344E7,5.2687344E7,,,,
10725,1981-07-24,1.7E7,1.0626725E7,-6373275.0,,,,
107255,2010-09-10,,,,,,,
107262,1978-12-09,,,,,,,
10728,1926-10-13,,,,,,,
107282,1972-06-27,,,,,,,
107287,1973-06-04,,,,,,,
10729,1990-07-13,,,,,,,
10730,1976-09-08,,9.0614445E7,,,,,
107327,1970-11-21,,,,,,,
10733,2004-04-07,1.45E8,2.5819961E7,-1.19180039E8,,,,
107352,1987-02-06,,,,,,,
107355,1980-08-15,,,,,,,
107357,1994-06-13,,,,,,,
10739,2003-08-27,,,,,,,
107406,1980-02-14,,,,3.5714285714285716,7,0.7319250547113999,2016-07-23
10741,2006-09-05,,,,,,,
107412,1986-12-01,,,,5.0,1,,2015-11-13
107420,1988-01-01,,,,,,,
107426,1979-12-01,,,,,,,
10744,2003-01-17,3.2E7,,,,,,
10748,2007-12-21,,,,,,,
10749,2003-02-28,,,,,,,
107499,1997-09-01,,,,,,,
107569,1988-09-28,,,,,,,
10758,2007-05-25,2000000.0,2.217943E7,2.017943E7,,,,
10759,2007-10-19,1.5E7,,,,,,
107592,1956-06-14,,,,,,,
107605,2005-08-04,,,,,,,
10761,2008-05-02,4.0E7,8.4601681E7,4.4601681E7,,,,
107612,1956-09-28,,,,,,,
10763,2000-09-13,1.2E7,,,,,,
107637,1970-01-01,,,,,,,
10764,2008-10-30,,5.86090727E8,,,,,
107667,1996-10-01,,,,,,,
107693,1993-09-01,,,,,,,
10770,1979-08-10,,,,,,,
10772,1966-04-05,,17277.0,,,,,
10773,2005-09-09,,,,,,,
107745,1991-08-30,,,,,,,
10775,2002-12-12,,8708932.0,,,,,
107753,2011-10-08,,,,,,,
10776,1986-12-19,2.5E7,3.8748395E7,1.3748395E7,,,,
107767,1971-08-11,,,,,,,
107774,1972-12-17,,,,,,,
107775,2012-03-02,3500000.0,,,,,,
107808,2009-11-15,,,,,,,
107811,2013-03-01,1.3E7,4.8065672E7,3.5065672E7,,,,
10782,2003-04-18,5.0E7,4.2792561E7,-7207439.0,,,,
10784,1972-02-13,,,,,,,
107846,2013-10-09,5.0E7,1.22915111E8,7.2915111E7,,,,
10788,2009-07-03,,,,,,,
107891,1973-01-05,,,,,,,
107916,2012-07-05,,,,,,,
10792,1979-02-14,,,,,,,
10797,2004-04-02,,,,,,,
107973,1945-11-14,,,,,,,
107978,2012-07-13,,,,5.0,1,,2016-06-27
107985,2013-07-18,2.0E7,4.6089287E7,2.6089287E7,,,,
107999,1948-03-03,,,,3.5,1,,2014-04-27
108003,1963-06-14,,,,,,,
10801,1996-03-06,,,,,,,
108010,1943-11-19,,,,,,,
10802,1995-09-22,4.5E7,2.0350754E7,-2.4649246E7,,,,
10803,1976-06-23,,2.5E7,,,,,
10805,1983-07-11,2.2E7,6.489267E7,4.289267E7,,,,
10808,2001-06-22,7.0E7,1.76104344E8,1.06104344E8,,,,
10809,2003-06-06,,,,,,,
10810,2005-08-12,,,,,,,
108176,2007-06-17,,,,,,,
108200,1940-04-25,,,,,,,
108204,2002-01-18,,,,,,,
108209,1934-11-10,,,,,,,
108220,1942-03-05,,,,,,,
108222,1940-11-29,,,,,,,
108224,1930-10-05,,,,,,,
108227,1995-05-24,,,,,,,
108266,1956-02-25,,,,,,,
108267,1958-01-01,,,,,,,
108282,1975-11-21,,,,,,,
10829,2001-10-02,,,,,,,
108309,2010-05-21,,,,,,,
